CMA,CDUID,Province,RCP,GCM,Era,Number of heat hospitalizations per year
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp45,HadGEM2-AO,2050s,48.87827543
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp45,HadGEM2-AO,2080s,88.65858192
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp45,HadGEM2-ES,2050s,55.53747601
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp45,HadGEM2-ES,2080s,104.1840738
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp45,MIROC-ESM-CHEM,2050s,54.97197202
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp45,MIROC-ESM-CHEM,2080s,90.19852569
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp45,MRI-CGCM3,2050s,22.07816839
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp45,MRI-CGCM3,2080s,43.22451164
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp85,CCSM4,2050s,61.35130688
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp85,CCSM4,2080s,128.7643625
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp85,GFDL-CM3,2050s,91.41367163
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp85,GFDL-CM3,2080s,189.0668152
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp85,GFDL-ESM2M,2050s,27.15691506
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp85,GFDL-ESM2M,2080s,72.79575458
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp85,HadGEM2-AO,2050s,69.58349876
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp85,HadGEM2-AO,2080s,138.9012566
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp85,HadGEM2-ES,2050s,67.0261239
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp85,HadGEM2-ES,2080s,160.9595497
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp85,MIROC-ESM-CHEM,2050s,68.421115
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp85,MIROC-ESM-CHEM,2080s,162.5489991
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp85,MRI-CGCM3,2050s,32.66448663
Moderate metropolitan influenced zone (Sask.) / Zone d'influence métropolitaine modérée (Sask.),4718,Saskatchewan,rcp85,MRI-CGCM3,2080s,78.17749126
Medicine Hat,4801,Alberta,rcp45,CCSM4,2050s,147.0954756
Medicine Hat,4801,Alberta,rcp45,CCSM4,2080s,265.1146462
Medicine Hat,4801,Alberta,rcp45,GFDL-CM3,2050s,135.4178084
Medicine Hat,4801,Alberta,rcp45,GFDL-CM3,2080s,296.8291157
Medicine Hat,4801,Alberta,rcp45,GFDL-ESM2M,2050s,77.56722662
Medicine Hat,4801,Alberta,rcp45,GFDL-ESM2M,2080s,186.1064815
Medicine Hat,4801,Alberta,rcp45,HadGEM2-AO,2050s,165.0955501
Medicine Hat,4801,Alberta,rcp45,HadGEM2-AO,2080s,330.4845137
Medicine Hat,4801,Alberta,rcp45,HadGEM2-ES,2050s,156.8806377
Medicine Hat,4801,Alberta,rcp45,HadGEM2-ES,2080s,311.327734
Medicine Hat,4801,Alberta,rcp45,MIROC-ESM-CHEM,2050s,150.0488639
Medicine Hat,4801,Alberta,rcp45,MIROC-ESM-CHEM,2080s,299.9124642
Medicine Hat,4801,Alberta,rcp45,MRI-CGCM3,2050s,87.63516076
Medicine Hat,4801,Alberta,rcp45,MRI-CGCM3,2080s,194.5605989
Medicine Hat,4801,Alberta,rcp85,CCSM4,2050s,172.2647423
Medicine Hat,4801,Alberta,rcp85,CCSM4,2080s,364.7594831
Medicine Hat,4801,Alberta,rcp85,GFDL-CM3,2050s,166.6760391
Medicine Hat,4801,Alberta,rcp85,GFDL-CM3,2080s,371.7608325
Medicine Hat,4801,Alberta,rcp85,GFDL-ESM2M,2050s,121.5879864
Medicine Hat,4801,Alberta,rcp85,GFDL-ESM2M,2080s,258.0547102
Medicine Hat,4801,Alberta,rcp85,HadGEM2-AO,2050s,194.9729794
Medicine Hat,4801,Alberta,rcp85,HadGEM2-AO,2080s,394.8896952
Medicine Hat,4801,Alberta,rcp85,HadGEM2-ES,2050s,170.2443948
Medicine Hat,4801,Alberta,rcp85,HadGEM2-ES,2080s,396.1656958
Medicine Hat,4801,Alberta,rcp85,MIROC-ESM-CHEM,2050s,188.2197267
Medicine Hat,4801,Alberta,rcp85,MIROC-ESM-CHEM,2080s,409.0944307
Medicine Hat,4801,Alberta,rcp85,MRI-CGCM3,2050s,105.5803179
Medicine Hat,4801,Alberta,rcp85,MRI-CGCM3,2080s,275.0531213
Lethbridge,4802,Alberta,rcp45,CCSM4,2050s,302.998555
Lethbridge,4802,Alberta,rcp45,CCSM4,2080s,530.4838904
Lethbridge,4802,Alberta,rcp45,GFDL-CM3,2050s,291.0272778
Lethbridge,4802,Alberta,rcp45,GFDL-CM3,2080s,624.2708788
Lethbridge,4802,Alberta,rcp45,GFDL-ESM2M,2050s,157.2113391
Lethbridge,4802,Alberta,rcp45,GFDL-ESM2M,2080s,369.3088091
Lethbridge,4802,Alberta,rcp45,HadGEM2-AO,2050s,345.7086491
Lethbridge,4802,Alberta,rcp45,HadGEM2-AO,2080s,685.5886482
Lethbridge,4802,Alberta,rcp45,HadGEM2-ES,2050s,326.5917605
Lethbridge,4802,Alberta,rcp45,HadGEM2-ES,2080s,646.2735657
Lethbridge,4802,Alberta,rcp45,MIROC-ESM-CHEM,2050s,302.8630315
Lethbridge,4802,Alberta,rcp45,MIROC-ESM-CHEM,2080s,602.3615352
Lethbridge,4802,Alberta,rcp45,MRI-CGCM3,2050s,176.5924467
Lethbridge,4802,Alberta,rcp45,MRI-CGCM3,2080s,392.0869871
Lethbridge,4802,Alberta,rcp85,CCSM4,2050s,352.445171
Lethbridge,4802,Alberta,rcp85,CCSM4,2080s,754.1268994
Lethbridge,4802,Alberta,rcp85,GFDL-CM3,2050s,358.6244845
Lethbridge,4802,Alberta,rcp85,GFDL-CM3,2080s,793.3815561
Lethbridge,4802,Alberta,rcp85,GFDL-ESM2M,2050s,256.4999536
Lethbridge,4802,Alberta,rcp85,GFDL-ESM2M,2080s,530.1601984
Lethbridge,4802,Alberta,rcp85,HadGEM2-AO,2050s,408.220707
Lethbridge,4802,Alberta,rcp85,HadGEM2-AO,2080s,823.8299215
Lethbridge,4802,Alberta,rcp85,HadGEM2-ES,2050s,362.0373912
Lethbridge,4802,Alberta,rcp85,HadGEM2-ES,2080s,826.358981
Lethbridge,4802,Alberta,rcp85,MIROC-ESM-CHEM,2050s,392.6106279
Lethbridge,4802,Alberta,rcp85,MIROC-ESM-CHEM,2080s,851.6910755
Lethbridge,4802,Alberta,rcp85,MRI-CGCM3,2050s,219.5359966
Lethbridge,4802,Alberta,rcp85,MRI-CGCM3,2080s,567.9391818
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp45,CCSM4,2050s,54.66081438
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp45,CCSM4,2080s,92.5009338
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp45,GFDL-CM3,2050s,51.88030127
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp45,GFDL-CM3,2080s,116.1512927
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp45,GFDL-ESM2M,2050s,24.62227815
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp45,GFDL-ESM2M,2080s,58.664643
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp45,HadGEM2-AO,2050s,70.9569236
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp45,HadGEM2-AO,2080s,139.77974
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp45,HadGEM2-ES,2050s,66.34718861
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp45,HadGEM2-ES,2080s,126.4791702
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp45,MIROC-ESM-CHEM,2050s,50.66284604
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp45,MIROC-ESM-CHEM,2080s,101.208783
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp45,MRI-CGCM3,2050s,27.95762472
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp45,MRI-CGCM3,2080s,60.81309561
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp85,CCSM4,2050s,68.76182344
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp85,CCSM4,2080s,153.9627441
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp85,GFDL-CM3,2050s,70.70813722
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp85,GFDL-CM3,2080s,164.0498963
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp85,GFDL-ESM2M,2050s,48.06588924
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp85,GFDL-ESM2M,2080s,97.44878689
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp85,HadGEM2-AO,2050s,83.67295162
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp85,HadGEM2-AO,2080s,177.8681092
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp85,HadGEM2-ES,2050s,79.3876751
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp85,HadGEM2-ES,2080s,184.8979538
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp85,MIROC-ESM-CHEM,2050s,72.15005274
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp85,MIROC-ESM-CHEM,2080s,166.5818158
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp85,MRI-CGCM3,2050s,38.83226634
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4803,Alberta,rcp85,MRI-CGCM3,2080s,106.5282505
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp45,CCSM4,2050s,15.94398688
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp45,CCSM4,2080s,28.45184557
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp45,GFDL-CM3,2050s,14.70235035
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp45,GFDL-CM3,2080s,31.88909708
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp45,GFDL-ESM2M,2050s,8.045109021
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp45,GFDL-ESM2M,2080s,18.52850761
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp45,HadGEM2-AO,2050s,18.209701
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp45,HadGEM2-AO,2080s,35.72473011
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp45,HadGEM2-ES,2050s,17.04605127
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp45,HadGEM2-ES,2080s,34.07201388
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp45,MIROC-ESM-CHEM,2050s,16.38807629
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp45,MIROC-ESM-CHEM,2080s,31.52799457
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp45,MRI-CGCM3,2050s,8.59828513
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp45,MRI-CGCM3,2080s,19.94891808
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp85,CCSM4,2050s,19.53269113
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp85,CCSM4,2080s,41.52078594
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp85,GFDL-CM3,2050s,18.33877119
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp85,GFDL-CM3,2080s,41.41062843
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp85,GFDL-ESM2M,2050s,11.87625397
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp85,GFDL-ESM2M,2080s,26.23960287
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp85,HadGEM2-AO,2050s,22.13782265
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp85,HadGEM2-AO,2080s,43.97855912
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp85,HadGEM2-ES,2050s,18.18582104
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp85,HadGEM2-ES,2080s,44.87132998
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp85,MIROC-ESM-CHEM,2050s,21.1670787
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp85,MIROC-ESM-CHEM,2080s,45.91959449
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp85,MRI-CGCM3,2050s,11.19361731
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4804,Alberta,rcp85,MRI-CGCM3,2080s,29.48178364
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp45,CCSM4,2050s,91.18040405
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp45,CCSM4,2080s,157.3650502
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp45,GFDL-CM3,2050s,88.82567882
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp45,GFDL-CM3,2080s,185.6542717
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp45,GFDL-ESM2M,2050s,43.35272178
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp45,GFDL-ESM2M,2080s,99.88043488
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp45,HadGEM2-AO,2050s,107.560508
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp45,HadGEM2-AO,2080s,211.5155706
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp45,HadGEM2-ES,2050s,101.3771107
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp45,HadGEM2-ES,2080s,196.3057161
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp45,MIROC-ESM-CHEM,2050s,88.52126929
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp45,MIROC-ESM-CHEM,2080s,174.6273764
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp45,MRI-CGCM3,2050s,47.06056888
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp45,MRI-CGCM3,2080s,104.6907557
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp85,CCSM4,2050s,111.7817261
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp85,CCSM4,2080s,238.785736
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp85,GFDL-CM3,2050s,113.4083303
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp85,GFDL-CM3,2080s,253.2340624
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp85,GFDL-ESM2M,2050s,71.25211656
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp85,GFDL-ESM2M,2080s,154.2628046
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp85,HadGEM2-AO,2050s,129.0088338
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp85,HadGEM2-AO,2080s,261.2454835
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp85,HadGEM2-ES,2050s,114.0748029
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp85,HadGEM2-ES,2080s,268.1609148
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp85,MIROC-ESM-CHEM,2050s,119.8286412
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp85,MIROC-ESM-CHEM,2080s,265.5372198
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp85,MRI-CGCM3,2050s,60.56518548
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4805,Alberta,rcp85,MRI-CGCM3,2080s,165.224587
Calgary,4806,Alberta,rcp45,CCSM4,2050s,2850.533002
Calgary,4806,Alberta,rcp45,CCSM4,2080s,4966.075154
Calgary,4806,Alberta,rcp45,GFDL-CM3,2050s,3154.888318
Calgary,4806,Alberta,rcp45,GFDL-CM3,2080s,6254.601404
Calgary,4806,Alberta,rcp45,GFDL-ESM2M,2050s,1510.839283
Calgary,4806,Alberta,rcp45,GFDL-ESM2M,2080s,3534.490471
Calgary,4806,Alberta,rcp45,HadGEM2-AO,2050s,3228.758255
Calgary,4806,Alberta,rcp45,HadGEM2-AO,2080s,6370.369549
Calgary,4806,Alberta,rcp45,HadGEM2-ES,2050s,3208.29732
Calgary,4806,Alberta,rcp45,HadGEM2-ES,2080s,6236.59345
Calgary,4806,Alberta,rcp45,MIROC-ESM-CHEM,2050s,2857.087622
Calgary,4806,Alberta,rcp45,MIROC-ESM-CHEM,2080s,5534.423471
Calgary,4806,Alberta,rcp45,MRI-CGCM3,2050s,1584.190158
Calgary,4806,Alberta,rcp45,MRI-CGCM3,2080s,3622.159962
Calgary,4806,Alberta,rcp85,CCSM4,2050s,3409.87599
Calgary,4806,Alberta,rcp85,CCSM4,2080s,7139.690903
Calgary,4806,Alberta,rcp85,GFDL-CM3,2050s,3779.585173
Calgary,4806,Alberta,rcp85,GFDL-CM3,2080s,7980.713277
Calgary,4806,Alberta,rcp85,GFDL-ESM2M,2050s,2414.944452
Calgary,4806,Alberta,rcp85,GFDL-ESM2M,2080s,5253.589243
Calgary,4806,Alberta,rcp85,HadGEM2-AO,2050s,3815.411638
Calgary,4806,Alberta,rcp85,HadGEM2-AO,2080s,7680.222974
Calgary,4806,Alberta,rcp85,HadGEM2-ES,2050s,3544.74277
Calgary,4806,Alberta,rcp85,HadGEM2-ES,2080s,7752.350223
Calgary,4806,Alberta,rcp85,MIROC-ESM-CHEM,2050s,3684.669157
Calgary,4806,Alberta,rcp85,MIROC-ESM-CHEM,2080s,7980.412939
Calgary,4806,Alberta,rcp85,MRI-CGCM3,2050s,2001.423519
Calgary,4806,Alberta,rcp85,MRI-CGCM3,2080s,5262.029087
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp45,CCSM4,2050s,65.46949991
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp45,CCSM4,2080s,114.7657889
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp45,GFDL-CM3,2050s,60.88835274
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp45,GFDL-CM3,2080s,131.346686
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp45,GFDL-ESM2M,2050s,31.53212398
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp45,GFDL-ESM2M,2080s,67.5388513
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp45,HadGEM2-AO,2050s,75.77273189
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp45,HadGEM2-AO,2080s,148.7926307
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp45,HadGEM2-ES,2050s,71.06565193
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp45,HadGEM2-ES,2080s,141.4166594
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp45,MIROC-ESM-CHEM,2050s,66.26141864
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp45,MIROC-ESM-CHEM,2080s,125.5074777
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp45,MRI-CGCM3,2050s,32.86912252
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp45,MRI-CGCM3,2080s,76.19627175
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp85,CCSM4,2050s,82.06645394
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp85,CCSM4,2080s,178.5164819
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp85,GFDL-CM3,2050s,78.18632475
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp85,GFDL-CM3,2080s,179.1375484
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp85,GFDL-ESM2M,2050s,44.36130522
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp85,GFDL-ESM2M,2080s,101.8756669
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp85,HadGEM2-AO,2050s,93.88051871
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp85,HadGEM2-AO,2080s,187.5111987
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp85,HadGEM2-ES,2050s,76.42267783
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp85,HadGEM2-ES,2080s,193.1828421
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp85,MIROC-ESM-CHEM,2050s,86.47299747
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp85,MIROC-ESM-CHEM,2080s,197.521641
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp85,MRI-CGCM3,2050s,46.93758164
Weak metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine faible (Alb.),4807,Alberta,rcp85,MRI-CGCM3,2080s,120.9429083
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp45,CCSM4,2050s,274.7526445
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp45,CCSM4,2080s,472.6889592
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp45,GFDL-CM3,2050s,272.3253591
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp45,GFDL-CM3,2080s,599.6727236
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp45,GFDL-ESM2M,2050s,124.9046087
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp45,GFDL-ESM2M,2080s,270.6057293
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp45,HadGEM2-AO,2050s,369.273502
