,Project,Adaptation,Outcome,Unit,GCM,RCP,yr,Era,Level,Province,ID,Avg,Low,High
167,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-ESM2M,Low-emissions,2050,2050s,PT,British Columbia,6,1980.942507,1980.942507,1980.942507
168,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-AO,Low-emissions,2050,2050s,PT,British Columbia,6,9189.713568,9189.713568,9189.713568
169,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-ES,Low-emissions,2050,2050s,PT,British Columbia,6,8419.81705,8419.81705,8419.81705
170,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2050,2050s,PT,British Columbia,6,7119.519789,7119.519789,7119.519789
171,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MRI-CGCM3,Low-emissions,2050,2050s,PT,British Columbia,6,2805.211234,2805.211234,2805.211234
172,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),CCSM4,Low-emissions,2080,2080s,PT,British Columbia,6,11702.56098,11702.56098,11702.56098
173,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-CM3,Low-emissions,2080,2080s,PT,British Columbia,6,13866.05466,13866.05466,13866.05466
174,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-ESM2M,Low-emissions,2080,2080s,PT,British Columbia,6,4538.142277,4538.142277,4538.142277
175,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-AO,Low-emissions,2080,2080s,PT,British Columbia,6,18790.92716,18790.92716,18790.92716
176,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-ES,Low-emissions,2080,2080s,PT,British Columbia,6,16127.18295,16127.18295,16127.18295
177,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2080,2080s,PT,British Columbia,6,13159.15088,13159.15088,13159.15088
178,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MRI-CGCM3,Low-emissions,2080,2080s,PT,British Columbia,6,6830.578717,6830.578717,6830.578717
179,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),CCSM4,High-emissions,2050,2050s,PT,British Columbia,6,8519.96387,8519.96387,8519.96387
180,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-CM3,High-emissions,2050,2050s,PT,British Columbia,6,9432.686358,9432.686358,9432.686358
181,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-ESM2M,High-emissions,2050,2050s,PT,British Columbia,6,4589.177927,4589.177927,4589.177927
182,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-AO,High-emissions,2050,2050s,PT,British Columbia,6,12834.07166,12834.07166,12834.07166
183,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-ES,High-emissions,2050,2050s,PT,British Columbia,6,10966.23401,10966.23401,10966.23401
184,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2050,2050s,PT,British Columbia,6,8554.191684,8554.191684,8554.191684
185,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MRI-CGCM3,High-emissions,2050,2050s,PT,British Columbia,6,3973.2118,3973.2118,3973.2118
186,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),CCSM4,High-emissions,2080,2080s,PT,British Columbia,6,21202.98808,21202.98808,21202.98808
187,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-CM3,High-emissions,2080,2080s,PT,British Columbia,6,22016.03965,22016.03965,22016.03965
188,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-ESM2M,High-emissions,2080,2080s,PT,British Columbia,6,12128.83729,12128.83729,12128.83729
189,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-AO,High-emissions,2080,2080s,PT,British Columbia,6,29939.42771,29939.42771,29939.42771
190,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-ES,High-emissions,2080,2080s,PT,British Columbia,6,27855.38511,27855.38511,27855.38511
191,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2080,2080s,PT,British Columbia,6,20938.32481,20938.32481,20938.32481
192,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MRI-CGCM3,High-emissions,2080,2080s,PT,British Columbia,6,11498.81784,11498.81784,11498.81784
193,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,CCSM4,Low-emissions,2050,2050s,PT,Manitoba,10,202.9064534,202.9064534,202.9064534
194,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,GFDL-CM3,Low-emissions,2050,2050s,PT,Manitoba,10,195.7659236,195.7659236,195.7659236
195,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,GFDL-ESM2M,Low-emissions,2050,2050s,PT,Manitoba,10,60.43779644,60.43779644,60.43779644
196,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,HadGEM2-AO,Low-emissions,2050,2050s,PT,Manitoba,10,297.6706787,297.6706787,297.6706787
197,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,HadGEM2-ES,Low-emissions,2050,2050s,PT,Manitoba,10,298.5076074,298.5076074,298.5076074
198,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,MIROC-ESM-CHEM,Low-emissions,2050,2050s,PT,Manitoba,10,312.4255729,312.4255729,312.4255729
199,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,MRI-CGCM3,Low-emissions,2050,2050s,PT,Manitoba,10,80.76364277,80.76364277,80.76364277
200,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,CCSM4,Low-emissions,2080,2080s,PT,Manitoba,10,295.1273185,295.1273185,295.1273185
201,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,GFDL-CM3,Low-emissions,2080,2080s,PT,Manitoba,10,341.3287986,341.3287986,341.3287986
202,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,GFDL-ESM2M,Low-emissions,2080,2080s,PT,Manitoba,10,120.0862335,120.0862335,120.0862335
203,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,HadGEM2-AO,Low-emissions,2080,2080s,PT,Manitoba,10,487.2866682,487.2866682,487.2866682
204,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,HadGEM2-ES,Low-emissions,2080,2080s,PT,Manitoba,10,500.1623303,500.1623303,500.1623303
205,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,MIROC-ESM-CHEM,Low-emissions,2080,2080s,PT,Manitoba,10,453.5995169,453.5995169,453.5995169
206,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,MRI-CGCM3,Low-emissions,2080,2080s,PT,Manitoba,10,152.1021957,152.1021957,152.1021957
207,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,CCSM4,High-emissions,2050,2050s,PT,Manitoba,10,259.5851313,259.5851313,259.5851313
208,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,GFDL-CM3,High-emissions,2050,2050s,PT,Manitoba,10,249.8155007,249.8155007,249.8155007
209,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,GFDL-ESM2M,High-emissions,2050,2050s,PT,Manitoba,10,131.400509,131.400509,131.400509
210,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,HadGEM2-AO,High-emissions,2050,2050s,PT,Manitoba,10,344.4585023,344.4585023,344.4585023
211,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,HadGEM2-ES,High-emissions,2050,2050s,PT,Manitoba,10,342.8027452,342.8027452,342.8027452
212,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,MIROC-ESM-CHEM,High-emissions,2050,2050s,PT,Manitoba,10,370.0825426,370.0825426,370.0825426
213,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,MRI-CGCM3,High-emissions,2050,2050s,PT,Manitoba,10,121.6990384,121.6990384,121.6990384
214,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,CCSM4,High-emissions,2080,2080s,PT,Manitoba,10,503.1792669,503.1792669,503.1792669
215,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,GFDL-CM3,High-emissions,2080,2080s,PT,Manitoba,10,576.9672671,576.9672671,576.9672671
216,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,GFDL-ESM2M,High-emissions,2080,2080s,PT,Manitoba,10,256.9625698,256.9625698,256.9625698
217,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,HadGEM2-AO,High-emissions,2080,2080s,PT,Manitoba,10,672.1064557,672.1064557,672.1064557
218,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,HadGEM2-ES,High-emissions,2080,2080s,PT,Manitoba,10,740.3567741,740.3567741,740.3567741
219,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,MIROC-ESM-CHEM,High-emissions,2080,2080s,PT,Manitoba,10,768.4720296,768.4720296,768.4720296
220,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,MRI-CGCM3,High-emissions,2080,2080s,PT,Manitoba,10,283.9701995,283.9701995,283.9701995
221,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),CCSM4,Low-emissions,2050,2050s,PT,Manitoba,10,1893.428125,1893.428125,1893.428125
222,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-CM3,Low-emissions,2050,2050s,PT,Manitoba,10,1826.796041,1826.796041,1826.796041
223,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-ESM2M,Low-emissions,2050,2050s,PT,Manitoba,10,563.97725,563.97725,563.97725
224,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-AO,Low-emissions,2050,2050s,PT,Manitoba,10,2777.723555,2777.723555,2777.723555
225,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-ES,Low-emissions,2050,2050s,PT,Manitoba,10,2785.533382,2785.533382,2785.533382
226,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2050,2050s,PT,Manitoba,10,2915.409326,2915.409326,2915.409326
227,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MRI-CGCM3,Low-emissions,2050,2050s,PT,Manitoba,10,753.6485417,753.6485417,753.6485417
228,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),CCSM4,Low-emissions,2080,2080s,PT,Manitoba,10,3234.764445,3234.764445,3234.764445
229,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-CM3,Low-emissions,2080,2080s,PT,Manitoba,10,3741.159128,3741.159128,3741.159128
230,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-ESM2M,Low-emissions,2080,2080s,PT,Manitoba,10,1316.213899,1316.213899,1316.213899
231,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-AO,Low-emissions,2080,2080s,PT,Manitoba,10,5340.940977,5340.940977,5340.940977
232,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-ES,Low-emissions,2080,2080s,PT,Manitoba,10,5482.065608,5482.065608,5482.065608
233,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2080,2080s,PT,Manitoba,10,4971.710504,4971.710504,4971.710504
234,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MRI-CGCM3,Low-emissions,2080,2080s,PT,Manitoba,10,1667.127181,1667.127181,1667.127181
235,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),CCSM4,High-emissions,2050,2050s,PT,Manitoba,10,2422.327039,2422.327039,2422.327039
236,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-CM3,High-emissions,2050,2050s,PT,Manitoba,10,2331.161415,2331.161415,2331.161415
237,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-ESM2M,High-emissions,2050,2050s,PT,Manitoba,10,1226.168095,1226.168095,1226.168095
238,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-AO,High-emissions,2050,2050s,PT,Manitoba,10,3214.325642,3214.325642,3214.325642
239,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-ES,High-emissions,2050,2050s,PT,Manitoba,10,3198.874891,3198.874891,3198.874891
240,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2050,2050s,PT,Manitoba,10,3453.437202,3453.437202,3453.437202
241,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MRI-CGCM3,High-emissions,2050,2050s,PT,Manitoba,10,1135.638508,1135.638508,1135.638508
242,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),CCSM4,High-emissions,2080,2080s,PT,Manitoba,10,5515.132961,5515.132961,5515.132961
243,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-CM3,High-emissions,2080,2080s,PT,Manitoba,10,6323.891705,6323.891705,6323.891705
244,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),GFDL-ESM2M,High-emissions,2080,2080s,PT,Manitoba,10,2816.456941,2816.456941,2816.456941
245,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-AO,High-emissions,2080,2080s,PT,Manitoba,10,7366.671703,7366.671703,7366.671703
246,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),HadGEM2-ES,High-emissions,2080,2080s,PT,Manitoba,10,8114.734283,8114.734283,8114.734283
247,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2080,2080s,PT,Manitoba,10,8422.893587,8422.893587,8422.893587
248,Health,No adaptation,Ground-level ozone health impacts,Total cost (millions $),MRI-CGCM3,High-emissions,2080,2080s,PT,Manitoba,10,3112.47603,3112.47603,3112.47603
249,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,CCSM4,Low-emissions,2050,2050s,PT,New Brunswick,7,119.0144588,119.0144588,119.0144588
250,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,GFDL-CM3,Low-emissions,2050,2050s,PT,New Brunswick,7,194.798599,194.798599,194.798599
251,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,GFDL-ESM2M,Low-emissions,2050,2050s,PT,New Brunswick,7,81.08647231,81.08647231,81.08647231
252,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,HadGEM2-AO,Low-emissions,2050,2050s,PT,New Brunswick,7,191.4267524,191.4267524,191.4267524
253,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,HadGEM2-ES,Low-emissions,2050,2050s,PT,New Brunswick,7,162.3479822,162.3479822,162.3479822
254,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,MIROC-ESM-CHEM,Low-emissions,2050,2050s,PT,New Brunswick,7,181.3759507,181.3759507,181.3759507
255,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,MRI-CGCM3,Low-emissions,2050,2050s,PT,New Brunswick,7,78.96280869,78.96280869,78.96280869
256,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,CCSM4,Low-emissions,2080,2080s,PT,New Brunswick,7,133.1792648,133.1792648,133.1792648
257,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,GFDL-CM3,Low-emissions,2080,2080s,PT,New Brunswick,7,259.2877687,259.2877687,259.2877687
258,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,GFDL-ESM2M,Low-emissions,2080,2080s,PT,New Brunswick,7,85.46629917,85.46629917,85.46629917
259,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,HadGEM2-AO,Low-emissions,2080,2080s,PT,New Brunswick,7,231.2737694,231.2737694,231.2737694
260,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,HadGEM2-ES,Low-emissions,2080,2080s,PT,New Brunswick,7,219.2065619,219.2065619,219.2065619
261,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,MIROC-ESM-CHEM,Low-emissions,2080,2080s,PT,New Brunswick,7,212.3105577,212.3105577,212.3105577
262,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,MRI-CGCM3,Low-emissions,2080,2080s,PT,New Brunswick,7,98.40667592,98.40667592,98.40667592
263,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,CCSM4,High-emissions,2050,2050s,PT,New Brunswick,7,144.5242687,144.5242687,144.5242687
264,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,GFDL-CM3,High-emissions,2050,2050s,PT,New Brunswick,7,234.9327062,234.9327062,234.9327062
265,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,GFDL-ESM2M,High-emissions,2050,2050s,PT,New Brunswick,7,124.0975349,124.0975349,124.0975349
266,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,HadGEM2-AO,High-emissions,2050,2050s,PT,New Brunswick,7,227.6026973,227.6026973,227.6026973
267,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,HadGEM2-ES,High-emissions,2050,2050s,PT,New Brunswick,7,212.4036273,212.4036273,212.4036273
268,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,MIROC-ESM-CHEM,High-emissions,2050,2050s,PT,New Brunswick,7,235.4882326,235.4882326,235.4882326
269,Health,No adaptation,Ground-level ozone health impacts,Number of deaths,MRI-CGCM3,High-emissions,2050,2050s,PT,New Brunswick,7,115.1972119,115.1972119,115.1972119
