,Project,Adaptation,Outcome,Unit,GCM,RCP,yr,Era,Level,Province,ID,Avg,Low,High
5702,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2020,2030s,PT,Alberta,4,140.331152,140.331152,140.331152
5703,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Alberta,4,137.0019796,137.0019796,137.0019796
5704,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Alberta,4,94.056213,94.056213,94.056213
5705,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2020,2030s,PT,British Columbia,6,64.36610456,64.36610456,64.36610456
5706,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,British Columbia,6,101.5925294,101.5925294,101.5925294
5707,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,British Columbia,6,118.3559647,118.3559647,118.3559647
5708,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2020,2030s,PT,British Columbia,6,61.8899776,61.8899776,61.8899776
5709,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,British Columbia,6,108.2079904,108.2079904,108.2079904
5710,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,British Columbia,6,169.2592976,169.2592976,169.2592976
5711,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2020,2030s,PT,British Columbia,6,77.60845702,77.60845702,77.60845702
5712,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,British Columbia,6,57.1782897,57.1782897,57.1782897
5713,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,British Columbia,6,48.55718969,48.55718969,48.55718969
5714,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2020,2030s,PT,British Columbia,6,68.90033365,68.90033365,68.90033365
5715,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,British Columbia,6,59.45551869,59.45551869,59.45551869
5716,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,British Columbia,6,72.21065082,72.21065082,72.21065082
5717,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),CCSM4,Low-emissions,2020,2030s,National,Canada,0,50.29238003,50.29238003,50.29238003
5718,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),GFDL-CM3,Low-emissions,2020,2030s,National,Canada,0,603.3878725,603.3878725,603.3878725
5719,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),GFDL-ESM2M,Low-emissions,2020,2030s,National,Canada,0,910.178019,910.178019,910.178019
5720,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-AO,Low-emissions,2020,2030s,National,Canada,0,472.4396974,472.4396974,472.4396974
5721,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-ES,Low-emissions,2020,2030s,National,Canada,0,528.8326945,528.8326945,528.8326945
5722,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2020,2030s,National,Canada,0,798.3490431,798.3490431,798.3490431
5723,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),MRI-CGCM3,Low-emissions,2020,2030s,National,Canada,0,281.6929769,281.6929769,281.6929769
5724,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),CCSM4,Low-emissions,2050,2050s,National,Canada,0,393.0216739,393.0216739,393.0216739
5725,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),GFDL-CM3,Low-emissions,2050,2050s,National,Canada,0,1331.484753,1331.484753,1331.484753
5726,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),GFDL-ESM2M,Low-emissions,2050,2050s,National,Canada,0,1126.727195,1126.727195,1126.727195
5727,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-AO,Low-emissions,2050,2050s,National,Canada,0,447.9276272,447.9276272,447.9276272
5728,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-ES,Low-emissions,2050,2050s,National,Canada,0,570.1186629,570.1186629,570.1186629
5729,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2050,2050s,National,Canada,0,977.466069,977.466069,977.466069
5730,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),MRI-CGCM3,Low-emissions,2050,2050s,National,Canada,0,395.6487633,395.6487633,395.6487633
5731,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),CCSM4,Low-emissions,2080,2080s,National,Canada,0,255.4924713,255.4924713,255.4924713
5732,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),GFDL-CM3,Low-emissions,2080,2080s,National,Canada,0,1155.340037,1155.340037,1155.340037
5733,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),GFDL-ESM2M,Low-emissions,2080,2080s,National,Canada,0,823.0534683,823.0534683,823.0534683
5734,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-AO,Low-emissions,2080,2080s,National,Canada,0,375.6975673,375.6975673,375.6975673
5735,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-ES,Low-emissions,2080,2080s,National,Canada,0,546.1332706,546.1332706,546.1332706
5736,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2080,2080s,National,Canada,0,1266.469298,1266.469298,1266.469298
5737,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),MRI-CGCM3,Low-emissions,2080,2080s,National,Canada,0,523.784426,523.784426,523.784426
5738,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),CCSM4,High-emissions,2020,2030s,National,Canada,0,131.7310768,131.7310768,131.7310768
5739,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),GFDL-CM3,High-emissions,2020,2030s,National,Canada,0,696.5118813,696.5118813,696.5118813
5740,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),GFDL-ESM2M,High-emissions,2020,2030s,National,Canada,0,665.7367871,665.7367871,665.7367871
5741,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-AO,High-emissions,2020,2030s,National,Canada,0,193.8848877,193.8848877,193.8848877
5742,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-ES,High-emissions,2020,2030s,National,Canada,0,456.5501593,456.5501593,456.5501593
5743,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2020,2030s,National,Canada,0,464.4184452,464.4184452,464.4184452
5744,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),MRI-CGCM3,High-emissions,2020,2030s,National,Canada,0,409.8503582,409.8503582,409.8503582
5745,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),CCSM4,High-emissions,2050,2050s,National,Canada,0,394.1486899,394.1486899,394.1486899
5746,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),GFDL-CM3,High-emissions,2050,2050s,National,Canada,0,1486.581315,1486.581315,1486.581315
5747,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),GFDL-ESM2M,High-emissions,2050,2050s,National,Canada,0,781.2949671,781.2949671,781.2949671
5748,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-AO,High-emissions,2050,2050s,National,Canada,0,441.4965707,441.4965707,441.4965707
5749,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-ES,High-emissions,2050,2050s,National,Canada,0,800.2639461,800.2639461,800.2639461
5750,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2050,2050s,National,Canada,0,934.8323357,934.8323357,934.8323357
5751,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),MRI-CGCM3,High-emissions,2050,2050s,National,Canada,0,671.7909061,671.7909061,671.7909061
5752,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),CCSM4,High-emissions,2080,2080s,National,Canada,0,244.5348408,244.5348408,244.5348408
5753,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),GFDL-CM3,High-emissions,2080,2080s,National,Canada,0,1893.792915,1893.792915,1893.792915
5754,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),GFDL-ESM2M,High-emissions,2080,2080s,National,Canada,0,1773.847622,1773.847622,1773.847622
5755,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-AO,High-emissions,2080,2080s,National,Canada,0,488.5101927,488.5101927,488.5101927
5756,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-ES,High-emissions,2080,2080s,National,Canada,0,1095.682647,1095.682647,1095.682647
5757,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2080,2080s,National,Canada,0,2055.626922,2055.626922,2055.626922
5758,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),MRI-CGCM3,High-emissions,2080,2080s,National,Canada,0,1043.604635,1043.604635,1043.604635
5759,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),CCSM4,Low-emissions,2020,2030s,National,Canada,0,58.28997721,58.28997721,58.28997721
5760,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),GFDL-CM3,Low-emissions,2020,2030s,National,Canada,0,677.8062758,677.8062758,677.8062758
5761,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),GFDL-ESM2M,Low-emissions,2020,2030s,National,Canada,0,1025.959222,1025.959222,1025.959222
5762,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-AO,Low-emissions,2020,2030s,National,Canada,0,512.126305,512.126305,512.126305
5763,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-ES,Low-emissions,2020,2030s,National,Canada,0,583.5331069,583.5331069,583.5331069
5764,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2020,2030s,National,Canada,0,866.9932658,866.9932658,866.9932658
5765,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),MRI-CGCM3,Low-emissions,2020,2030s,National,Canada,0,320.9613414,320.9613414,320.9613414
5766,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),CCSM4,Low-emissions,2050,2050s,National,Canada,0,254.499593,254.499593,254.499593
5767,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),GFDL-CM3,Low-emissions,2050,2050s,National,Canada,0,951.5802307,951.5802307,951.5802307
5768,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),GFDL-ESM2M,Low-emissions,2050,2050s,National,Canada,0,704.753695,704.753695,704.753695
5769,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-AO,Low-emissions,2050,2050s,National,Canada,0,299.2414005,299.2414005,299.2414005
5770,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-ES,Low-emissions,2050,2050s,National,Canada,0,368.5124394,368.5124394,368.5124394
5771,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2050,2050s,National,Canada,0,673.2082417,673.2082417,673.2082417
5772,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),MRI-CGCM3,Low-emissions,2050,2050s,National,Canada,0,353.1345695,353.1345695,353.1345695
5773,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),CCSM4,Low-emissions,2080,2080s,National,Canada,0,133.4073556,133.4073556,133.4073556
5774,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),GFDL-CM3,Low-emissions,2080,2080s,National,Canada,0,651.0288837,651.0288837,651.0288837
5775,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),GFDL-ESM2M,Low-emissions,2080,2080s,National,Canada,0,346.9437316,346.9437316,346.9437316
5776,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-AO,Low-emissions,2080,2080s,National,Canada,0,126.5598724,126.5598724,126.5598724
5777,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-ES,Low-emissions,2080,2080s,National,Canada,0,264.6159378,264.6159378,264.6159378
5778,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2080,2080s,National,Canada,0,562.5729467,562.5729467,562.5729467
5779,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),MRI-CGCM3,Low-emissions,2080,2080s,National,Canada,0,425.3618663,425.3618663,425.3618663
5780,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),CCSM4,High-emissions,2020,2030s,National,Canada,0,112.8934594,112.8934594,112.8934594
5781,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),GFDL-CM3,High-emissions,2020,2030s,National,Canada,0,773.8146614,773.8146614,773.8146614
5782,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),GFDL-ESM2M,High-emissions,2020,2030s,National,Canada,0,653.8212877,653.8212877,653.8212877
5783,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-AO,High-emissions,2020,2030s,National,Canada,0,229.9229293,229.9229293,229.9229293
5784,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-ES,High-emissions,2020,2030s,National,Canada,0,492.317808,492.317808,492.317808
5785,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2020,2030s,National,Canada,0,491.0608847,491.0608847,491.0608847
5786,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),MRI-CGCM3,High-emissions,2020,2030s,National,Canada,0,466.623563,466.623563,466.623563
5787,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),CCSM4,High-emissions,2050,2050s,National,Canada,0,223.567884,223.567884,223.567884
5788,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),GFDL-CM3,High-emissions,2050,2050s,National,Canada,0,1055.000478,1055.000478,1055.000478
5789,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),GFDL-ESM2M,High-emissions,2050,2050s,National,Canada,0,673.370225,673.370225,673.370225
5790,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-AO,High-emissions,2050,2050s,National,Canada,0,203.1857923,203.1857923,203.1857923
5791,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-ES,High-emissions,2050,2050s,National,Canada,0,571.2657459,571.2657459,571.2657459
5792,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2050,2050s,National,Canada,0,726.922812,726.922812,726.922812
5793,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),MRI-CGCM3,High-emissions,2050,2050s,National,Canada,0,567.0338853,567.0338853,567.0338853
5794,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),CCSM4,High-emissions,2080,2080s,National,Canada,0,67.06478821,67.06478821,67.06478821
5795,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),GFDL-CM3,High-emissions,2080,2080s,National,Canada,0,688.2933044,688.2933044,688.2933044
5796,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),GFDL-ESM2M,High-emissions,2080,2080s,National,Canada,0,979.4354635,979.4354635,979.4354635
5797,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-AO,High-emissions,2080,2080s,National,Canada,0,228.4867699,228.4867699,228.4867699
5798,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),HadGEM2-ES,High-emissions,2080,2080s,National,Canada,0,564.3270437,564.3270437,564.3270437
5799,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2080,2080s,National,Canada,0,1122.4795,1122.4795,1122.4795
5800,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),MRI-CGCM3,High-emissions,2080,2080s,National,Canada,0,639.3377696,639.3377696,639.3377696
5801,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2020,2030s,PT,Manitoba,10,67.38088013,67.38088013,67.38088013
5802,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Manitoba,10,63.95028705,63.95028705,63.95028705
5803,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Manitoba,10,91.94419017,91.94419017,91.94419017
5804,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2020,2030s,PT,Manitoba,10,38.57262981,38.57262981,38.57262981
5805,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Manitoba,10,60.54981518,60.54981518,60.54981518
5806,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Manitoba,10,133.3786787,133.3786787,133.3786787
5807,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2020,2030s,PT,Manitoba,10,74.61269488,74.61269488,74.61269488
5808,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Manitoba,10,40.07936329,40.07936329,40.07936329
5809,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Manitoba,10,35.88451591,35.88451591,35.88451591
5810,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2020,2030s,PT,Manitoba,10,39.49867509,39.49867509,39.49867509
5811,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Manitoba,10,49.35082741,49.35082741,49.35082741
5812,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Manitoba,10,70.66730878,70.66730878,70.66730878
5813,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2020,2030s,PT,New Brunswick,7,16.97325375,16.97325375,16.97325375
5814,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,New Brunswick,7,23.63224933,23.63224933,23.63224933
5815,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,New Brunswick,7,31.25137179,31.25137179,31.25137179
5816,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2020,2030s,PT,New Brunswick,7,21.9868556,21.9868556,21.9868556
5817,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,New Brunswick,7,31.43864192,31.43864192,31.43864192
5818,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,New Brunswick,7,35.37658483,35.37658483,35.37658483
5819,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2020,2030s,PT,New Brunswick,7,17.92604048,17.92604048,17.92604048
5820,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,New Brunswick,7,16.48240565,16.48240565,16.48240565
5821,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,New Brunswick,7,18.31395332,18.31395332,18.31395332
5822,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2020,2030s,PT,New Brunswick,7,24.04014521,24.04014521,24.04014521
5823,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,New Brunswick,7,21.45050606,21.45050606,21.45050606
5824,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,New Brunswick,7,15.74568832,15.74568832,15.74568832
5825,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2020,2030s,PT,Newfoundland and Labrador,5,3.250698291,3.250698291,3.250698291
5826,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Newfoundland and Labrador,5,7.847812014,7.847812014,7.847812014
5827,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Newfoundland and Labrador,5,9.197726938,9.197726938,9.197726938
5828,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2020,2030s,PT,Newfoundland and Labrador,5,5.284636177,5.284636177,5.284636177
5829,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Newfoundland and Labrador,5,9.908580591,9.908580591,9.908580591
5830,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Newfoundland and Labrador,5,19.13444928,19.13444928,19.13444928
5831,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2020,2030s,PT,Newfoundland and Labrador,5,3.491423498,3.491423498,3.491423498
5832,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Newfoundland and Labrador,5,5.769892208,5.769892208,5.769892208
5833,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Newfoundland and Labrador,5,4.972266763,4.972266763,4.972266763
5834,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2020,2030s,PT,Newfoundland and Labrador,5,5.476564779,5.476564779,5.476564779
5835,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Newfoundland and Labrador,5,7.936127702,7.936127702,7.936127702
5836,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Newfoundland and Labrador,5,8.996137919,8.996137919,8.996137919
5837,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2020,2030s,PT,Northwest Territories,13,3.476630549,3.476630549,3.476630549
5838,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Northwest Territories,13,5.918142013,5.918142013,5.918142013
5839,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Northwest Territories,13,7.780864329,7.780864329,7.780864329
5840,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2020,2030s,PT,Northwest Territories,13,5.01060697,5.01060697,5.01060697
5841,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Northwest Territories,13,6.840240449,6.840240449,6.840240449
5842,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Northwest Territories,13,12.12182905,12.12182905,12.12182905
5843,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2020,2030s,PT,Northwest Territories,13,3.501862873,3.501862873,3.501862873
5844,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Northwest Territories,13,5.866526434,5.866526434,5.866526434
5845,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Northwest Territories,13,7.647015219,7.647015219,7.647015219
5846,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2020,2030s,PT,Northwest Territories,13,5.076985714,5.076985714,5.076985714
5847,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Northwest Territories,13,6.828935729,6.828935729,6.828935729
5848,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Northwest Territories,13,11.60757889,11.60757889,11.60757889
5849,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2020,2030s,PT,Nova Scotia,2,1.869047843,1.869047843,1.869047843
5850,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Nova Scotia,2,10.97647589,10.97647589,10.97647589
5851,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Nova Scotia,2,15.86334219,15.86334219,15.86334219
5852,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2020,2030s,PT,Nova Scotia,2,2.218375639,2.218375639,2.218375639
5853,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Nova Scotia,2,16.97654423,16.97654423,16.97654423
5854,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Nova Scotia,2,32.30994565,32.30994565,32.30994565
5855,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2020,2030s,PT,Nova Scotia,2,7.218664137,7.218664137,7.218664137
5856,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Nova Scotia,2,5.677816095,5.677816095,5.677816095
5857,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Nova Scotia,2,5.87970925,5.87970925,5.87970925
5858,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2020,2030s,PT,Nova Scotia,2,6.636184009,6.636184009,6.636184009
5859,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Nova Scotia,2,12.42957575,12.42957575,12.42957575
5860,Infrastructure,Proactive adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Nova Scotia,2,10.52399134,10.52399134,10.52399134
5861,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2020,2030s,PT,Nunavut,12,0.263401105,0.263401105,0.263401105
5862,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Nunavut,12,0.579838189,0.579838189,0.579838189
5863,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Nunavut,12,0.717633587,0.717633587,0.717633587
5864,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2020,2030s,PT,Nunavut,12,0.335603803,0.335603803,0.335603803
5865,Infrastructure,No adaptation,Road damage precipitation,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Nunavut,12,0.816362634,0.816362634,0.816362634
